pathway	your_input	Souris_tax_id(10090)	entrez(10090)	gene_symbol(10090)	title(10090)	location(10090)	chrom(10090)	status(10090)	type(10090)	aliases(10090)	database(10090)	humain_tax_id(9606)	entrez(9606)	gene_symbol(9606)	title(9606)	location(9606)	chrom(9606)	status(9606)	type(9606)	aliases(9606)	database(9606)
ERstress	Lpin3	10090	64899	Lpin3	lipin 3	2 H2|2 80.98 cM	2	active	protein-coding	[OTTMUSG00000001176, AA438110, mKIAA4023, ENSMUSG00000027412, 9130206L11Rik, 1891342, AV236139, MGI:1891342]	EpiMed GENSYM	9606	64900	LPIN3	lipin 3	20q12	20	active	protein-coding	[MIM:605520, NM_022896, CCDS33469, dJ620E11.2, HGNC:14451, RGD:1588534, 14451, ENSG00000132793, MGI:1891342, LIPN3L, OTTHUMG00000033056, AL132654, SMP2, uc284pre.1, LPIN3, Q9BQK8]	NCBI GENE
ERstress	Lss	10090	16987	Lss	lanosterol synthase	10 C1|10 39.1 cM	10	active	protein-coding	[OTTMUSG00000027872, MGI:1336155, D10Ertd116e, 1336155, 2810025N20Rik, D10Ertd116, Osc, ENSMUSG00000033105, O]	EpiMed GENSYM	9606	64327	LMBR1	limb development membrane protein 1	7q36.3	7	active	protein-coding	[OTTHUMG00000151510, 13243, HGNC:13243, PPD2, C7orf2, uc003wmw.5, LMBR1, TPT, ZRS, CCDS87569, TPTPS, ENSG00000105983, MIM:605522, NM_022458, DIF14, RGD:1563910, THYP, MGI:1861746, LSS, FLJ11665, CCDS5945, ACHP, Q8WVP7, AF107454]	NCBI GENE
ERstress	Lss	10090	16987	Lss	lanosterol synthase	10 C1|10 39.1 cM	10	active	protein-coding	[OTTMUSG00000027872, MGI:1336155, D10Ertd116e, 1336155, 2810025N20Rik, D10Ertd116, Osc, ENSMUSG00000033105, O]	EpiMed GENSYM	9606	4047	LSS	lanosterol synthase	21q22.3	21	active	protein-coding	[U22526, CCDS54489, RGD:620955, CTRCT44, CCDS13733, MIM:600909, LSS, OTTHUMG00000090633, ENSG00000281289, HYPT14, 6708, MGI:1336155, CCDS46654, NM_001001438, ENSG00000160285, HGNC:6708, uc002zij.4, APMR4, OSC, P48449]	NCBI GENE
Antioxydant	Ltc4S	10090	17001	Ltc4s	leukotriene C4 synthase	11 B1.3|11 30.4 cM	11	active	protein-coding	[OTTMUSG00000005578, 107498, MGI:107498, ENSMUSG00000020377]	NCBI GENE	9606	4056	LTC4S	leukotriene C4 synthase	5q35.3	5	active	protein-coding	[CCDS34316, OTTHUMG00000150314, MIM:246530, NM_000897, ENSG00000213316, U11552, ENSG00000283887, MGI:107498, LTC4S, 6719, uc003mko.4, HGNC:6719, Q16873, RGD:620677, MGC33147]	NCBI GENE
LTP	Ly86	10090	17084	Ly86	lymphocyte antigen 86	13 A3.3|13 14.7 cM	13	active	protein-coding	[ENSMUSG00000021423, 1321404, ly86_tv2, MD1, MGI:1321404, MD-1]	EpiMed GENSYM	9606	9450	LY86	lymphocyte antigen 86	6p25.1	6	active	protein-coding	[ENSG00000112799, O95711, LY86, AF057178, MMD-1, MGI:1321404, CCDS4498, RGD:1309936, NM_004271, HGNC:16837, OTTHUMG00000014190, MD1, MIM:605241, uc063lqc.1, 16837, MD-1, dJ80N2.1]	NCBI GENE
Glycolysis	GCK	10090	26412	Map4k2	mitogen-activated protein kinase kinase kinase kinase 2	19 A|19 4.46 cM	19	active	protein-coding	[1346883, AI385662, BL44, ENSMUSG00000024948, MGI:1346883, BL4, OTTMUSG00000018616, ENSMUSG00000106850, Rab8ip, GCK, Ra]	EpiMed GENALIAS										
Glycolysis	GCK	10090	399510	Map4k5	mitogen-activated protein kinase kinase kinase kinase 5	12 C2|12 28.94 cM	12	active	protein-coding	[4432415E19Rik, MAPKKK, 1925503, GCKR, KHS, ENSMUSG00000034761, OTTMUSG00000017571, MGI:1925503, KH, MAPKKKK5, GCK]	EpiMed GENALIAS										
TCA	Mdh1	10090	17449	Mdh1	malate dehydrogenase 1, NAD (soluble)	11 A3.1|11 13.89 cM	11	active	protein-coding	[OTTMUSG00000005249, Mo, Mor-2, MGI:97051, Mor2, MDH-s, ENSMUSG00000020321, B230377B03Rik, Mor, 97051, MDHA, MDH-, D17921, KAR]	EpiMed GENSYM	9606	4190	MDH1	malate dehydrogenase 1	2p15	2	active	protein-coding	[MGC:1375, HEL-S-32, CCDS56122, MDH1, OTTHUMG00000129512, CCDS56121, 6970, MGI:97051, MOR2, P40925, EIEE88, MDH-s, RGD:3072, CCDS1874, MIM:154200, MDHA, NM_001316374, HGNC:6970, ENSG00000014641, DEE88, uc002scj.3, KAR]	NCBI GENE
Pyruvate	Mdh1	10090	17449	Mdh1	malate dehydrogenase 1, NAD (soluble)	11 A3.1|11 13.89 cM	11	active	protein-coding	[OTTMUSG00000005249, Mo, Mor-2, MGI:97051, Mor2, MDH-s, ENSMUSG00000020321, B230377B03Rik, Mor, 97051, MDHA, MDH-, D17921, KAR]	EpiMed GENSYM	9606	4190	MDH1	malate dehydrogenase 1	2p15	2	active	protein-coding	[MGC:1375, HEL-S-32, CCDS56122, MDH1, OTTHUMG00000129512, CCDS56121, 6970, MGI:97051, MOR2, P40925, EIEE88, MDH-s, RGD:3072, CCDS1874, MIM:154200, MDHA, NM_001316374, HGNC:6970, ENSG00000014641, DEE88, uc002scj.3, KAR]	NCBI GENE
TCA	Mdh2	10090	17448	Mdh2	malate dehydrogenase 2, NAD (mitochondrial)	5 G2|5 75.4 cM	5	active	protein-coding	[MDH, 97050, Mor, Mo, ENSMUSG00000019179, OTTMUSG00000022781, Mor-1, Mor1, MGI:97050, Mdh-2]	EpiMed GENSYM	9606	4191	MDH2	malate dehydrogenase 2	7q11.23	7	active	protein-coding	[OTTHUMG00000023827, RGD:619719, NM_005918, EIEE51, M-MDH, 6971, MGC:3559, MOR1, MDH2, P40926, MGI:97050, CCDS75622, CCDS5581, MDH, ENSG00000146701, CCDS64691, uc003ueo.5, MIM:154100, HGNC:6971, DEE51]	NCBI GENE
Pyruvate	Mdh2	10090	17448	Mdh2	malate dehydrogenase 2, NAD (mitochondrial)	5 G2|5 75.4 cM	5	active	protein-coding	[MDH, 97050, Mor, Mo, ENSMUSG00000019179, OTTMUSG00000022781, Mor-1, Mor1, MGI:97050, Mdh-2]	EpiMed GENSYM	9606	4191	MDH2	malate dehydrogenase 2	7q11.23	7	active	protein-coding	[OTTHUMG00000023827, RGD:619719, NM_005918, EIEE51, M-MDH, 6971, MGC:3559, MOR1, MDH2, P40926, MGI:97050, CCDS75622, CCDS5581, MDH, ENSG00000146701, CCDS64691, uc003ueo.5, MIM:154100, HGNC:6971, DEE51]	NCBI GENE
Pyruvate	Me1	10090	17436	Me1	malic enzyme 1, NADP(+)-dependent, cytosolic	9 E3.1|9 46.58 cM	9	active	protein-coding	[MGI:97043, Mod, D9Ertd267e, D9Ertd267, Mod-1, OTTMUSG00000045046, Mdh-1, ENSMUSG00000032418, Mod1, 97043, Mod-]	EpiMed GENSYM	9606	4199	ME1	malic enzyme 1	6q14.2	6	active	protein-coding	[HUMNDME, P48163, MGI:97043, 6983, RGD:3074, ENSG00000065833, OTTHUMG00000015111, uc003pjy.4, X77244, NM_002395, CCDS34492, ME1, MIM:154250, MES, HGNC:6983, ENSG00000272674]	NCBI GENE
Pyruvate	Me1	10090	17436	Me1	malic enzyme 1, NADP(+)-dependent, cytosolic	9 E3.1|9 46.58 cM	9	active	protein-coding	[MGI:97043, Mod, D9Ertd267e, D9Ertd267, Mod-1, OTTMUSG00000045046, Mdh-1, ENSMUSG00000032418, Mod1, 97043, Mod-]	EpiMed GENSYM	9606	57717	PCDHB16	protocadherin beta 16	5q31.3	5	active	protein-coding	[MIM:606345, MGI:2136754, NM_020957, CCDS4251, HGNC:14546, OTTHUMG00000188325, PCDH3X, PCDHB8a, PCDH-BETA16, uc032vnl.2, PCDHB16, KIAA1621, ME1, AF217757, Q9NRJ7, ENSG00000291684, ENSG00000272674, 14546]	NCBI GENE
Pyruvate	Me2	10090	107029	Me2	malic enzyme 2, NAD(+)-dependent, mitochondrial	18 E2|18 49.95 cM	18	active	protein-coding	[AW120568, 2147351, NAD-ME, MGI:2147351, D030040L20Rik, ENSMUSG00000024556]	EpiMed GENSYM	9606	9620	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1	22q13.31	22	active	protein-coding	[MIM:604523, OTTHUMG00000150423, uc003bhw.1, CDHF9, RGD:1560078, ENSG00000075275, CELSR1, HFMI2, FMI2, CCDS14076, MGI:1100883, 1850, ADGRC1, NM_014246, LMPHM9, Q9NYQ6, ME2, HGNC:1850, AF231024, YNS]	NCBI GENE
Pyruvate	Me2	10090	107029	Me2	malic enzyme 2, NAD(+)-dependent, mitochondrial	18 E2|18 49.95 cM	18	active	protein-coding	[AW120568, 2147351, NAD-ME, MGI:2147351, D030040L20Rik, ENSMUSG00000024556]	EpiMed GENSYM	9606	4200	ME2	malic enzyme 2	18q21.2	18	active	protein-coding	[CCDS11948, 6984, CCDS54187, ENSG00000197479, ENSG00000075275, OTTHUMG00000132694, RGD:1310321, NM_002396, ENSG00000082212, ODS1, P23368, M55905, MGI:2147351, ME2, MIM:154270, HGNC:6984, uc002ley.4]	NCBI GENE
Pyruvate	Me2	10090	107029	Me2	malic enzyme 2, NAD(+)-dependent, mitochondrial	18 E2|18 49.95 cM	18	active	protein-coding	[AW120568, 2147351, NAD-ME, MGI:2147351, D030040L20Rik, ENSMUSG00000024556]	EpiMed GENSYM	9606	56125	PCDHB11	protocadherin beta 11	5q31.3	5	active	protein-coding	[OTTHUMG00000129618, AF152490, 8682, MGI:2136759, MIM:606337, HGNC:8682, uc003liy.4, CCDS4253, ENSG00000197479, PCDHB11, ENSG00000291690, Q9Y5F2, PCDH-BETA11, NM_018931, ME2]	NCBI GENE
Pyruvate	Me3	10090	109264	Me3	malic enzyme 3, NADP(+)-dependent, mitochondrial	7 D3|7 50.27 cM	7	active	protein-coding	[B230207H15Rik, MGI:1916679, OTTMUSG00000025905, 1700020C08Rik, 1916679, ENSMUSG00000030621]	EpiMed GENSYM	9606	10873	ME3	malic enzyme 3	11q14.2	11	active	protein-coding	[Q16798, uc009yvk.4, MIM:604626, NM_001014811, CCDS8277, ENSG00000151376, RGD:1311070, MGI:1916679, NADP-ME, OTTHUMG00000167217, 6985, ME3, X79440, HGNC:6985]	NCBI GENE
Pyruvate	Me3	10090	109264	Me3	malic enzyme 3, NADP(+)-dependent, mitochondrial	7 D3|7 50.27 cM	7	active	protein-coding	[B230207H15Rik, MGI:1916679, OTTMUSG00000025905, 1700020C08Rik, 1916679, ENSMUSG00000030621]	EpiMed GENSYM	9606	56110	PCDHGA5	protocadherin gamma subfamily A, 5	5q31.3	5	active	protein-coding	[uc003lju.3, RGD:1311949, PCDHGA5, CCDS75333, CCDS54925, AF152512, OTTHUMG00000163683, MGI:1935217, NM_018918, Q9Y5G8, HGNC:8703, CDH-GAMMA-A5, PCDH-GAMMA-A5, 8703, ME3, MIM:606292, ENSG00000253485]	NCBI GENE
Antioxydant	Mgst1	10090	56615	Mgst1	microsomal glutathione S-transferase 1	6 G1|6 68.4 cM	6	active	protein-coding	[1500002K10Rik, ENSMUSG00000008540, Gst, 1913850, MGI:1913850, OTTMUSG00000027063]	EpiMed GENSYM	9606	4257	MGST1	microsomal glutathione S-transferase 1	12p12.3	12	active	protein-coding	[HGNC:7061, MGST-I, GST12, MIM:138330, RGD:70927, CCDS8677, MGST1, uc001rdf.4, P10620, NM_145791, 7061, MGI:1913850, CCDS58209, PMAN, OTTHUMG00000168816, ENSG00000008394, U46494, MGST]	NCBI GENE
Antioxydant	Mgst2	10090	211666	Mgst2	microsomal glutathione S-transferase 2	3 C|3 22.52 cM	3	active	protein-coding	[MGST-II, OTTMUSG00000030621, MGI:2448481, GST, GST2, 2448481, ENSMUSG00000074604, MGST]	EpiMed GENSYM	9606	4258	MGST2	microsomal glutathione S-transferase 2	4q31.1	4	active	protein-coding	[HGNC:7063, MGI:2448481, uc021xsf.1, U77604, MGST2, GST2, CCDS56339, NM_002413, 7063, MGST-II, ENSG00000085871, MIM:601733, CCDS3749, Q99735, RGD:1311218, OTTHUMG00000133382]	NCBI GENE
Antioxydant	Mgst3	10090	66447	Mgst3	microsomal glutathione S-transferase 3	1 H2.3|1 74.76 cM	1	active	protein-coding	[AA516734, 2010306B17Rik, GST-III, 2700004G04Rik, GST, 1913697, 2010012L10Rik, OTTMUSG00000022623, ENSMUSG00000026688, MGI:1913697]	EpiMed GENSYM	9606	4259	MGST3	microsomal glutathione S-transferase 3	1q24.1	1	active	protein-coding	[GST-3, MIM:604564, HGNC:7064, MGST3, O14880, AF026977, NM_004528, 7064, uc001gdf.4, MGI:1913697, OTTHUMG00000034627, GST-III, CCDS1249, ENSG00000143198, RGD:1306373]	NCBI GENE
Glycolysis	Minpp1	10090	17330	Minpp1	multiple inositol polyphosphate histidine phosphatase 1	19 C1|19 27.25 cM	19	active	protein-coding	[1336159, AA408516, MGI:1336159, ENSMUSG00000024896]	EpiMed GENSYM	9606	9562	MINPP1	multiple inositol-polyphosphate phosphatase 1	10q23.2	10	active	protein-coding	[OTTHUMG00000018678, CCDS53551, CCDS53552, ENSG00000107789, uc001keu.4, CCDS7384, RGD:3089, 7102, MINPP2, AF046915, MINPP1, HIPER1, MGI:1336159, MIPP, MIM:605391, Q9UNW1, HGNC:7102, PCH16, NM_001178117]	NCBI GENE
ERstress	Mlxipl	10090	58805	Mlxipl	MLX interacting protein-like	5 G2|5 75.0 cM	5	active	protein-coding	[ENSMUSG00000005373, Wbscr14, WS-bH, OTTMUSG00000025974, Wbscr, ChREBP, bHLHd14, Mlx, ChRE, bHLHd1, WS-bHLH, 1927999, MGI:1927999]	EpiMed GENSYM	9606	51085	MLXIPL	MLX interacting protein like	7q11.23	7	active	protein-coding	[MIM:605678, Q9NP71, MONDOB, CCDS5553, OTTHUMG00000129995, uc003tyn.1, CCDS5554, MLXIPL, CCDS47605, MIO, HGNC:12744, CCDS47606, ENSG00000009950, WBSCR14, bHLHd14, NM_032951, CHREBP, MLX, WS-bHLH, RGD:620400, 12744, AK055029, MGI:1927999]	NCBI GENE
AminoAcids	Il4I1	10090	14204	Il4i1	interleukin 4 induced 1	7 B3|7 28.93 cM	7	active	protein-coding	[Fig1-ps, LAAO, ENSMUSG00000074141, 109552, mIL4I1, Fig, H-46, H46, Fig1, H4, MGI:109552, H-4, LAO, OTTMUSG00000029474]	NCBI GENE	9606	259307	IL4I1	interleukin 4 induced 1	19q13.33	19	active	protein-coding	[LAAO, ENSG00000104951, RGD:1304831, AF293462, FIG1, CCDS12787, OTTHUMG00000183377, CCDS12786, MGI:109552, 19094, IL4I1, hIL4I1, NM_001258017, uc010eno.4, Q96RQ9, LAO, HGNC:19094, MIM:609742]	NCBI GENE
OXPHOS	Ndufa1	10090	54405	Ndufa1	NADH:ubiquinone oxidoreductase subunit A1	X A3.3|X 21.61 cM	X	active	protein-coding	[OTTMUSG00000017127, 1810049F12Rik, 1929511, ENSMUSG00000016427, MGI:1929511, MWFE]	EpiMed GENSYM	9606	4694	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1	Xq24	X	active	protein-coding	[CI-MWFE, MC1DN12, 7683, ZNF183, MIM:300078, NDUFA1, MWFE, RGD:1560955, CCDS14590, NM_004541, HGNC:7683, uc004esc.5, MGI:1929511, ENSG00000125356, OTTHUMG00000022287, O15239]	NCBI GENE
OXPHOS	Ndufa10	10090	67273	Ndufa10	NADH:ubiquinone oxidoreductase subunit A10	1 D|1 46.4 cM	1	active	protein-coding	[ENSMUSG00000026260, MGI:1914523, 2900053E13Rik, OTTMUSG00000021762, 1914523]	EpiMed GENSYM	9606	4705	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10	2q37.3	2	active	protein-coding	[MC1DN22, 7684, ENSG00000130414, RGD:727968, NDUFA10, CI-42k, NM_004544, ENSG00000281434, MIM:603835, O95299, MGI:1914523, CCDS2531, uc002vyn.3, HGNC:7684, CI-42KD, OTTHUMG00000133350, AF087661]	NCBI GENE
OXPHOS	Ndufa11	10090	69875	Ndufa11	NADH:ubiquinone oxidoreductase subunit A11	17 29.47 cM|17 D	17	active	protein-coding	[AV006275, 2010012C24Rik, 1917125, B14.7, ENSMUSG00000002379, MGI:1917125]	EpiMed GENSYM	9606	126328	NDUFA11	NADH:ubiquinone oxidoreductase subunit A11	19p13.3	19	active	protein-coding	[CCDS54203, MIM:612638, OTTHUMG00000180617, NDUFA11, AJ539081, ENSG00000174886, CCDS12155, MGI:1917125, NM_175614, MC1DN14, B14.7, uc002mdq.3, Q86Y39, 20371, ENSG00000292058, HGNC:20371, RGD:1303292, CI-B14.7]	NCBI GENE
OXPHOS	Ndufa12	10090	66414	Ndufa12	NADH:ubiquinone oxidoreductase subunit A12	10 C2|10 48.83 cM	10	active	protein-coding	[2410011G03Rik, AW112974, 1913664, CIB17.2, ENSMUSG00000020022, OTTMUSG00000030989, CI-B17.2, MGI:1913664]	EpiMed GENSYM	9606	55967	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12	12q22	12	active	protein-coding	[HGNC:23987, MC1DN23, NDUFA12, Q9UI09, CCDS9050, DAP13, MIM:614530, MGI:1913664, 23987, RGD:1311462, B17.2, uc001tdl.5, ENSG00000184752, CCDS58263, BC005936, OTTHUMG00000170098, NM_018838]	NCBI GENE
OXPHOS	Ndufa13	10090	67184	Ndufa13	NADH:ubiquinone oxidoreductase subunit A13	8 B3.3|8 34.03 cM	8	active	protein-coding	[OTTMUSG00000033931, CDA016, 2700054G14Rik, Grim19, 1914434, Grim, MGI:1914434, AU022060, ENSMUSG00000048967, CI-B16.6, GRIM-, CGI-39, CDA01, OTTMUSG00000062221, GRIM-19, ENSMUSG00000036199, CGI-3]	EpiMed GENSYM	9606	51079	NDUFA13	NADH:ubiquinone oxidoreductase subunit A13	19p13.11	19	active	protein-coding	[NDUFA13, MIM:609435, CCDS12404, CDA016, HGNC:17194, uc021uqu.2, AF261134, 17194, OTTHUMG00000162211, MC1DN28, RGD:6492821, Q9P0J0, MGI:1914434, CGI-39, ENSG00000186010, B16.6, GRIM-19, GRIM19, NM_015965]	NCBI GENE
OXPHOS	Ndufa2	10090	17991	Ndufa2	NADH:ubiquinone oxidoreductase subunit A2	18 B2|18 19.46 cM	18	active	protein-coding	[C1-B8, AV000592, MGI:1343103, OTTMUSG00000042397, B8, ENSMUSG00000014294, 1343103, CI-B8]	EpiMed GENSYM	9606	4695	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2	5q31.3	5	active	protein-coding	[MC1DN13, OTTHUMG00000129505, uc003lgp.4, CIB8, 7685, MIM:602137, NDUFA2, RGD:1309997, O43678, NM_002488, ENSG00000131495, CCDS4234, CCDS54911, MGI:1343103, B8, HGNC:7685, CD14, AF047185]	NCBI GENE
OXPHOS	Ndufa3	10090	66091	Ndufa3	NADH:ubiquinone oxidoreductase subunit A3	7 A1|7 2.08 cM	7	active	protein-coding	[MGI:1913341, 1010001M12Rik, 1913341, OTTMUSG00000023398, ENSMUSG00000035674, 1700022J01Rik]	EpiMed GENSYM	9606	4696	NDUFA3	NADH:ubiquinone oxidoreductase subunit A3	19q13.42	19	active	protein-coding	[RGD:1588687, 7686, ENSG00000276061, MIM:603832, ENSG00000276766, MGI:1913341, NM_004542, uc061cmg.1, ENSG00000170906, ENSG00000276220, HGNC:7686, ENSG00000278365, OTTHUMG00000064972, CCDS12877, NDUFA3, CI-B9, O95167, AF044955, ENSG00000277722, ENSG00000275724, ENSG00000275605, B9, ENSG00000274359, ENSG00000273642]	NCBI GENE
OXPHOS	Ndufa5	10090	68202	Ndufa5	NADH:ubiquinone oxidoreductase subunit A5	6 A3.1|6 11.28 cM	6	active	protein-coding	[CI-13kD-B, 1915452, OTTMUSG00000026861, 2900002J19Rik, MGI:1915452, ENSMUSG00000023089]	EpiMed GENSYM	9606	4698	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5	7q31.32	7	active	protein-coding	[uc033afk.2, CI-13kB, RGD:3155, B13, NDUFA5, 7688, UQOR13, CCDS75655, MGI:1915452, NUFM, CCDS75656, Q16718, CI-13KD-B, NM_005000, ENSG00000128609, CCDS5788, CCDS64760, MIM:601677, OTTHUMG00000157348, HGNC:7688]	NCBI GENE
OXPHOS	Ndufa6	10090	67130	Ndufa6	NADH:ubiquinone oxidoreductase subunit A6	15 E1|15 38.56 cM	15	active	protein-coding	[1914380, MGI:1914380, 2700038D15Rik, ENSMUSG00000022450, B230217P19Rik, 14kD, 14kDa]	EpiMed GENSYM	9606	4700	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	22q13.2	22	active	protein-coding	[CCDS33656, RGD:1309818, AF047182, P56556, MC1DN33, NDUFA6, HGNC:7690, B14, MGI:1914380, uc062etx.1, MIM:602138, ENSG00000281013, 7690, CI-B14, NM_002490, ENSG00000273397, LYRM6, OTTHUMG00000151287, ENSG00000277365, ENSG00000184983, ENSG00000272765, NADHB14]	NCBI GENE
OXPHOS	Ndufa7	10090	66416	Ndufa7	NADH:ubiquinone oxidoreductase subunit A7	17 B1|17 17.98 cM	17	active	protein-coding	[14.5kDa, MGI:1913666, ENSMUSG00000041881, 2400007M02Rik, OTTMUSG00000037210, 1913666, 14.5kD, CI-B14.5a]	EpiMed GENSYM	9606	4701	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7	19p13.2	19	active	protein-coding	[NDUFA7, ENSG00000267855, RGD:1304597, HGNC:7691, OTTHUMG00000182459, MIM:602139, O95182, 7691, MGI:1913666, CCDS42492, NM_005001, CI-B14.5a, uc002mjm.3, AF050637, B14.5a]	NCBI GENE
OXPHOS	Ndufa8	10090	68375	Ndufa8	NADH:ubiquinone oxidoreductase subunit A8	2 B|2 24.13 cM	2	active	protein-coding	[OTTMUSG00000012097, 0610033L03Rik, MGI:1915625, ENSMUSG00000026895, CI-PGIV, AW261656, CI-19kD, 1915625]	EpiMed GENSYM	9606	4702	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8	9q33.2	9	active	protein-coding	[PGIV, NDUFA8, 7692, P51970, OTTHUMG00000020598, MGC793, HGNC:7692, MIM:603359, NM_014222, CI-19KD, ENSG00000119421, MC1DN37, uc004blv.4, AF044953, MGI:1915625, CCDS6835, CI-PGIV, RGD:1306283]	NCBI GENE
OXPHOS	Ndufa9	10090	66108	Ndufa9	NADH:ubiquinone oxidoreductase subunit A9	6 F3|6 61.92 cM	6	active	protein-coding	[OTTMUSG00000056335, 1010001N11Rik, ENSMUSG00000000399, 1913358, MGI:1913358]	EpiMed GENSYM	9606	4704	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9	12p13.32	12	active	protein-coding	[NDUFA9, 7693, RGD:1307307, SDR22E1, HGNC:7693, AF050641, MIM:603834, CI39k, MGI:1913358, OTTHUMG00000168224, CCDS8532, MC1DN26, CI-39k, COQ11, CC6, NM_005002, NDUFS2L, Q16795, ENSG00000139180, uc001qnc.4]	NCBI GENE
OXPHOS	Ndufab1	10090	70316	Ndufab1	NADH:ubiquinone oxidoreductase subunit AB1	7 F2|7 65.38 cM	7	active	protein-coding	[SDAP, 1917566, OTTMUSG00000026510, 9130423F15Rik, 8kDa, MGI:1917566, 2610003B19Rik, ACP, 8kD, CI-SDAP, ENSMUSG00000030869, 2210401F17Rik, 2310039H15Rik]	EpiMed GENSYM	9606	4706	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	16p12.2	16	active	protein-coding	[uc002dlw.4, CCDS10614, ENSG00000004779, 7694, SDAP, O14561, OTTHUMG00000096985, FASN2A, RGD:1305619, MIM:603836, MGI:1917566, ACP, NM_005003, NDUFAB1, HGNC:7694, ACP1, AF087660]	NCBI GENE
OXPHOS	Ndufb10	10090	68342	Ndufb10	NADH:ubiquinone oxidoreductase subunit B10	17 A3.3|17 12.51 cM	17	active	protein-coding	[22kDa, OTTMUSG00000029227, 1915592, MGI:1915592, 0610011B04Rik, PDSW, ENSMUSG00000040048, 22kD]	EpiMed GENSYM	9606	4716	NDUFB10	NADH:ubiquinone oxidoreductase subunit B10	16p13.3	16	active	protein-coding	[MC1DN35, NDUFB10, 7696, MIM:603843, MGI:1915592, CCDS10451, NM_004548, O96000, ENSG00000140990, AF044954, RGD:1310782, HGNC:7696, uc002cni.3, PDSW, ENSG00000291930, OTTHUMG00000128709]	NCBI GENE
OXPHOS	Ndufb11	10090	104130	Ndufb11	NADH:ubiquinone oxidoreductase subunit B11	X A1.3|X 16.11 cM	X	active	protein-coding	[Np, Np15, NP15.6, 1349919, CI-ESSS, p15.6, OTTMUSG00000017084, ENSMUSG00000031059, MGI:1349919, D5Bwg0566e, D5Bwg0577e]	EpiMed GENSYM	9606	54539	NDUFB11	NADH:ubiquinone oxidoreductase subunit B11	Xp11.3	X	active	protein-coding	[Np15, NM_019056, P17.3, NDUFB11, MC1DN30, CCDS48100, 20372, MIM:300403, RGD:1563698, ESSS, MGI:1349919, CCDS14273, NP17.3, Q9NX14, AF044213, uc004dhd.4, HGNC:20372, OTTHUMG00000021433, CI-ESSS, ENSG00000147123]	NCBI GENE
OXPHOS	Ndufb2	10090	68198	Ndufb2	NADH:ubiquinone oxidoreductase subunit B2	6 B1|6 18.42 cM	6	active	protein-coding	[CI-AGGG, MGI:1915448, 8kD, OTTMUSG00000026896, ENSMUSG00000002416, AGGG, 1810011O01Rik, 8kDa, AI325567, 1915448]	EpiMed GENSYM	9606	4708	NDUFB2	NADH:ubiquinone oxidoreductase subunit B2	7q34	7	active	protein-coding	[CI-AGGG, 7697, ENSG00000090266, NDUFB2, uc064ipf.1, NM_004546, CCDS5862, MIM:603838, O95178, MGI:1915448, RGD:1308130, AGGG, OTTHUMG00000157424, HGNC:7697, AF050639]	NCBI GENE
OXPHOS	Ndufb3	10090	66495	Ndufb3	NADH:ubiquinone oxidoreductase subunit B3	1 C1.3|1 29.13 cM	1	active	protein-coding	[CI-B12, MGI:1913745, 2700033I16Rik, OTTMUSG00000026621, ENSMUSG00000026032, 1913745]	EpiMed GENSYM	9606	4709	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3	2q33.1	2	active	protein-coding	[AF047183, B12, O43676, NDUFB3, 7698, OTTHUMG00000132820, ENSG00000119013, MIM:603839, MC1DN25, CCDS2336, CI-B12, NM_002491, MGI:1913745, uc002uwx.6, HGNC:7698, RGD:1310737]	NCBI GENE
OXPHOS	Ndufb4	10090	68194	Ndufb4	NADH:ubiquinone oxidoreductase subunit B4	16 B3|16 26.43 cM	16	active	protein-coding	[0610006N12Rik, ENSMUSG00000022820, CI-B15, 1300010H20Rik, 1915444, OTTMUSG00000025712, MGI:1915444]	EpiMed GENSYM	9606	4710	NDUFB4	NADH:ubiquinone oxidoreductase subunit B4	3q13.33	3	active	protein-coding	[CCDS54630, O95168, MIM:603840, NDUFB4, B15, 7699, uc003edu.4, MGI:1915444, NM_004547, AF044957, RGD:1307072, ENSG00000065518, CI-B15, CCDS2999, HGNC:7699, OTTHUMG00000159442]	NCBI GENE
OXPHOS	Ndufb5	10090	66046	Ndufb5	NADH:ubiquinone oxidoreductase subunit B5	3 A3|3 15.85 cM	3	active	protein-coding	[OTTMUSG00000028013, AU015782, ENSMUSG00000027673, 1913296, MGI:1913296, CI-SGDH, 0610007D05Rik, SGDH]	EpiMed GENSYM	9606	4711	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	3q26.33	3	active	protein-coding	[AF047181, CCDS75054, MIM:603841, CCDS56297, NDUFB5, O43674, ENSG00000136521, CI-SGDH, CCDS3234, NM_002492, OTTHUMG00000157480, MGI:1913296, RGD:1305909, 7700, CISGDH, HGNC:7700, SGDH, uc003fkc.4, MGC12314]	NCBI GENE
